player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,birthdate,draft_year,injury_status,injury_details,season_year,week
Trevor Lawrence,JAC,QB,15237,weighted,3972.1678,268.0913691,24.63843998,2.668270321,12.68761075,0.87715757,249.7827868,17.425941,3.216228701,0.772627927,3.90387164,0.126837767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2021,NA,NA,NA,NA
Geno Smith,LVR,QB,11150,weighted,3915.713162,307.729206,23.2276259,3.559695327,12.88658841,1.812106992,235.3789095,30.57454804,1.691223022,0.461338319,2.006929193,0.566732526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/10/90,2013,NA,NA,NA,NA
J.J. McCarthy,MIN,QB,16584,weighted,3983.158251,204.0534884,28.02658084,2.677673641,13.77297993,1.771442833,268.6741234,54.64588855,2.033267702,0.864095696,3.744850435,0.343670969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/20/03,2024,NA,NA,NA,NA
Josh Allen,BUF,QB,13589,weighted,3896.070844,188.2790874,29.65978796,2.221438768,10.18668686,1.886562059,569.6890572,48.65796583,11.35894737,1.192296517,2.587570996,0.538329836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/21/96,2018,NA,NA,NA,NA
Caleb Williams,CHI,QB,16579,weighted,3777.353328,253.1805263,26.05844756,4.407285386,9.966573268,1.391075456,478.7847709,57.35035211,2.174418781,1.206625861,4.781995456,0.409821011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/01,2024,NA,NA,NA,NA
Justin Herbert,LAC,QB,14779,weighted,3945.88415,183.0554017,26.61353275,2.500402876,7.938121924,1.7803121,281.6503597,29.16595781,2.711503218,0.579542285,2.105585006,0.068233716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2020,NA,NA,NA,NA
Lamar Jackson,BAL,QB,13593,weighted,3869.445536,185.7181929,33.62112836,3.415458926,7.859681939,1.540478918,844.4484362,60.30084668,3.850806513,0.713107887,4.698248769,0.345071707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/7/97,2018,Q,Foot,2025,0
Michael Penix Jr.,ATL,QB,16583,weighted,3880.856335,205.1160944,24.43377509,2.548118111,13.4495797,1.920105241,176.7845967,74.16763515,2.207300265,0.705338563,2.605897387,0.28601935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/00,2024,NA,NA,NA,NA
Jayden Daniels,WAS,QB,16581,weighted,3828.676085,164.7595803,27.72574782,2.727151222,10.34663385,1.360655651,795.2480348,111.6960143,5.929269216,1.087979465,1.569509655,0.783215959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/00,2024,NA,NA,NA,NA
Kyler Murray,ARI,QB,14056,weighted,3804.397471,172.2309314,25.28282469,4.19719739,11.11830367,0.865779912,550.3857402,32.28742197,4.832169633,0.682397629,3.381948126,0.334529481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2019,NA,NA,NA,NA
Jordan Love,GB,QB,14782,weighted,3861.960969,223.7933906,28.26079515,2.100229279,11.99226051,0.962977979,161.8998864,36.66741366,1.886247633,0.417048801,1.960327527,0.559265152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2020,Q,Thumb,2025,0
Sam Darnold,SEA,QB,13592,weighted,3768.482348,250.71119,24.07840969,2.87892913,13.42017418,2.932059186,205.4843241,32.59697189,1.774706551,0.801860077,2.851552442,0.831893316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/97,2018,NA,NA,NA,NA
Aaron Rodgers,PIT,QB,7836,weighted,3769.076827,121.2007216,25.44403635,4.56160739,10.33038243,1.738138709,96.33358576,62.40773719,0.94710337,0.910341507,2.856512685,0.431177997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/83,2005,NA,NA,NA,NA
Bo Nix,DEN,QB,16582,weighted,3786.357031,159.0661395,28.43968194,3.305280227,12.15915941,0.968100942,440.3604165,32.91968195,3.484945097,0.801072964,1.401656569,0.834375484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/25/00,2024,NA,NA,NA,NA
Bryce Young,CAR,QB,16148,weighted,3530.031685,276.5790248,22.93251799,4.618847973,11.66083302,1.327701513,301.0521166,17.82031815,3.951450208,0.778933304,3.379060962,0.642028427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/01,2023,NA,NA,NA,NA
Cam Ward,TEN,QB,17030,weighted,3499.322295,350.3371971,21.87696327,1.727947115,12.99537296,1.83516136,318.7866414,119.1520404,2.324657327,1.307468442,3.987618326,0.03522603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/02,2025,NA,NA,NA,NA
Kirk Cousins,ATL,QB,10700,weighted,1365.082711,1759.920955,8.382524573,10.29073083,4.811350233,5.635709298,20.93016037,18.74310367,0,0,0.714709433,0.147908432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/88,2012,NA,NA,NA,NA
Russell Wilson,NYG,QB,10703,weighted,2900.476456,620.0107221,18.10517986,6.279827506,8.416675502,2.162949636,213.9692389,88.57024077,1.866020447,0.661199779,3.501855358,0.826801019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/29/88,2012,NA,NA,NA,NA
Jalen Hurts,PHI,QB,14783,weighted,3451.587482,250.1841921,23.44482393,2.289109455,8.168390761,1.58136315,646.8926543,74.33627743,12.94915562,1.195762934,3.760384324,0.344181521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2020,NA,NA,NA,NA
Drake Maye,NE,QB,16580,weighted,3540.852715,152.56989,23.85332828,3.855734913,12.6890496,1.018425749,509.7771602,96.25513418,3.09499432,0.909862461,5.135668307,0.700783001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/30/02,2024,NA,NA,NA,NA
Tyler Shough,NO,QB,17039,weighted,2441.286694,761.0586145,13.81547899,5.729089011,9.77313139,4.49303388,171.712518,61.83480322,1.323953048,0.686995188,2.162533131,0.933899167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/99,2025,NA,NA,NA,NA
Daniel Jones,IND,QB,14059,weighted,2562.317683,882.652562,15.87137448,7.531649687,9.138417266,3.720484373,346.9173343,145.4758728,3.097470655,1.231613989,3.453710716,0.27131284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2019,NA,NA,NA,NA
Justin Fields,NYJ,QB,15238,weighted,3228.662794,254.3153238,21.29045816,5.942299877,10.94550549,1.521758096,691.1743961,195.4174652,5.503006437,1.637489123,2.386349867,0.902320697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2021,NA,NA,NA,NA
Anthony Richardson,IND,QB,16152,weighted,1262.830784,1035.032531,8.277228323,7.578927728,5.160499811,3.723826393,287.5967967,238.6609414,2.776493752,2.417794467,0.885810299,0.562105775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/22/02,2023,NA,NA,NA,NA
Spencer Rattler,NO,QB,16586,weighted,1238.883475,973.3930254,8.419152542,10.08121003,4.604830508,2.939617694,117.7572034,81.00730148,0.333389831,0.591587992,2.948728814,0.580101045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/00,2024,NA,NA,NA,NA
Jaxson Dart,NYG,QB,17032,weighted,685.2021186,669.7886491,4.111610169,4.188360088,2.765889831,2.582968413,50.73644068,63.37346711,0.613474576,0.750601874,0.526737288,0.309153708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/03,2025,NA,NA,NA,NA
Shedeur Sanders,CLE,QB,17031,weighted,691.1226808,535.3671645,3.836577054,2.977259908,2.612457402,2.022318898,32.09314654,24.53292271,0.40419822,0.491564146,0.388650133,0.313193298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/7/02,2025,NA,NA,NA,NA
Dillon Gabriel,CLE,QB,17037,weighted,684.7159556,543.0822821,3.454120397,2.426676354,2.212156634,1.294518114,37.89772063,32.8536059,0.442444694,0.52735335,0.556282876,0.355867619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/28/00,2025,NA,NA,NA,NA
Deshaun Watson,CLE,QB,13113,weighted,988.0410959,296.9848481,8.076712329,7.212489168,6.877625571,6.929646456,74.79908676,62.22539674,0.248858447,0.353553391,2.396347032,1.13137085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/95,2017,O,Achilles,2025,0
Aidan O'Connell,LVR,QB,16159,weighted,499.4197349,419.5076899,3.966642121,3.641250191,2.043519882,1.91368896,12.04860088,14.74993019,0.120397644,0.247044279,2.423232695,0.765837266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/1/98,2023,D,Wrist,2025,0
Jameis Winston,NYG,QB,12140,weighted,410.6469719,311.9929443,2.742589857,2.181456504,1.775233875,1.602245926,17.19300837,12.18959127,0.056400788,0.118601617,0.115263417,0.097402865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/6/94,2015,NA,NA,NA,NA
Mason Rudolph,PIT,QB,13595,weighted,343.7816248,328.8650538,2.378069916,2.8591267,0.951984244,1.020734968,71.32551452,108.458904,0.431974397,0.953018363,0.38421139,0.324676218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/95,2018,NA,NA,NA,NA
Will Levis,TEN,QB,16149,weighted,567.3607306,197.9898987,5.090410959,2.969848481,4.538356164,3.606244584,40.96347032,11.3137085,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/27/99,2023,IR,Shoulder,2025,0
Kenny Pickett,CLE,QB,15692,weighted,276.9680523,205.9461998,1.835895884,1.524105119,1.631864407,1.769873728,26.85324752,22.63698607,0.298435134,0.399858891,0.327019182,0.365707083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/98,2022,Q,Hamstring,2025,0
Gardner Minshew,KC,QB,14067,weighted,294.0099882,236.9604682,2.303290247,2.484156839,1.475029377,1.842413712,13.5052879,10.2835014,0,0,1.569898159,0.592734227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2019,NA,NA,NA,NA
Jake Browning,CIN,QB,14358,weighted,273.1111111,243.7993072,2.627739985,2.267886596,0.793197279,1.043531389,17.29554044,17.77639329,0.22244898,0.448331969,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2019,NA,NA,NA,NA
Cooper Rush,BAL,QB,13124,weighted,226.5368556,191.9095665,1.975948602,2.346569543,0.76042328,0.872243792,15.75132275,14.6586424,0,0,0.613429075,0.292637671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
Marcus Mariota,WAS,QB,12141,weighted,268.5434783,191.7990516,2.516392479,2.533500912,0.424441833,0.602773257,57.67273796,54.0463804,0.386016451,0.544547641,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/30/93,2015,Q,Lower Leg,2025,0
Tyrod Taylor,NYJ,QB,10413,weighted,225.3350254,161.733848,1.914398305,2.791573369,1.047474576,1.149235363,34.67542373,33.96511645,0,0,0.482415254,0.288572784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/89,2011,Q,Knee,2025,0
Andy Dalton,CAR,QB,10313,weighted,197.1073318,190.3448538,1.875661376,1.742827861,1.05547997,0.81627568,9.383975813,7.043108951,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/87,2011,Q,Elbow,2025,0
Drew Lock,SEA,QB,14057,weighted,196.2615268,171.4548617,1.673393802,1.56698057,1.253212396,0.94938979,14.83144369,10.26456062,0.024716553,0.049814663,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2019,NA,NA,NA,NA
Jimmy Garoppolo,LAR,QB,11760,weighted,226.3313749,206.0029241,1.671797885,1.444415759,0.637896592,0.517070623,2.79947121,3.88770258,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/91,2014,NA,NA,NA,NA
Malik Willis,GB,QB,15694,weighted,240.3460635,162.4494923,1.882373678,1.376993065,0.386016451,0.544547641,35.86603995,29.51544238,0.222679201,0.465365923,0.866901684,0.79419966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/99,2022,NA,NA,NA,NA
Joshua Dobbs,NE,QB,13119,weighted,233.2867215,160.122981,1.688484136,1.244757695,1.312103408,0.986299965,18.93537015,12.62511684,0.115276146,0.264406134,0.19702311,0.180499923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/26/95,2017,NA,NA,NA,NA
Davis Mills,HOU,QB,15252,weighted,185.8129708,201.832421,1.936817724,2.505295619,0.500443102,0.858039837,13.48036254,11.61517959,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/70,2021,NA,NA,NA,NA
Jacoby Brissett,ARI,QB,12616,weighted,223.3986604,113.8186788,1.585710928,1.661424869,0.717708578,0.595567125,16.75088132,12.53200499,0,0,0.118213866,0.108299954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/92,2016,NA,NA,NA,NA
